id,text,incident_types,type_labels,severity,severity_label
13055,but more than just a rebranding of a controversial technology nowadays drones are being used for a variety of peacekeeping missions from monitoring the activities of guerrilla groups and outbreaks of violence in africa to searching out landmines in the war scarred landscape of eastern europe,"['emergency', 'aid_related', 'military']","[9, 1, 17]",Yellow,1
17684,we need help at wayne 93 by carrefour,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
5298,as our vehicle trudged along in the slush towards the river bank in a once picturesque picnic spot in the east kameng district of arunachal pradesh i noticed that the lush green forest had been turned into a barren landscape dotted with uprooted trees shrubs and debris washed in by the flooding,"['emergency', 'weather_related', 'floods', 'direct_report']","[9, 34, 11, 6]",Red,2
2322,i d like a psychologist to see me,['emergency'],[9],Green,0
4240,the floods and landslides have damaged hundreds of houses inundated rice fields and caused fishponds to overflow,"['emergency', 'aid_related', 'water', 'food', 'buildings', 'weather_related', 'floods', 'other_weather']","[9, 1, 33, 12, 2, 34, 11, 23]",Red,2
10907,good evening please send that message for me in order bring a little bit of food for us in carrefour nobody has visited us so far please,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
19555,south korea raises aid to 2 million may send military cargo plane to move aid workers and supplies,"['emergency', 'offer', 'aid_related', 'military']","[9, 20, 1, 17]",Yellow,1
6745,the the province of carrefour the people are sleeping in the street in the dew the only thing they have received is water there is no food there are many pregnant women in the street,"['emergency', 'request', 'aid_related', 'medical_help', 'water', 'food', 'shelter', 'direct_report']","[9, 25, 1, 15, 33, 12, 28, 6]",Red,2
2492,school licee carrefour louis joseph janvier is a center that houses victims and separates them in three categories some of them are in the parking lot some on the basketball court and others on the football ground,"['emergency', 'infrastructure_related', 'aid_centers']","[9, 14, 0]",Yellow,1
7612,a few isolated adults may be present on the northern coastal plains near shieb and mehimet,['emergency'],[9],Green,0
6902,we have 8 days without food carfour debwos in the yard of the acra no has gotten to us please help we ask that someone gets to us,"['emergency', 'request', 'aid_related', 'food', 'weather_related', 'other_weather', 'direct_report']","[9, 25, 1, 12, 34, 23, 6]",Yellow,1
9769,if every time we can not wash our hands with soap what illness can be produced,['emergency'],[9],Green,0
5234,separately the west java administration has said it plans to once more dredge the citarum river to reduce the mass of sedimentation that contributes to the area s annual floods,"['emergency', 'aid_related', 'medical_help', 'other_aid', 'transport', 'weather_related', 'floods']","[9, 1, 15, 21, 32, 34, 11]",Red,2
9069,happy halloween frankenstorm apocalypse hurricane sandy w 201 others http t co qq5rayal,['emergency'],[9],Green,0
3272,cyclone victims are rebuilding homes and collecting rainwater as foreign aid workers slowly spread out,"['emergency', 'aid_related', 'shelter', 'weather_related', 'storm']","[9, 1, 28, 34, 30]",Red,2
10141,please we are staying in a church there are no wounded but we are in dire need of food water gas our house is completely leveled,"['emergency', 'request', 'aid_related', 'water', 'food', 'other_aid', 'infrastructure_related', 'aid_centers', 'direct_report']","[9, 25, 1, 33, 12, 21, 14, 0, 6]",Yellow,1
5273,according to meteorological department of kenya mt kenya aberdare catchments such as nyeri and meru recorded above normal rains causing heavy floods in tana river region,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
19175,the fifth typhoon kaemi is already unleashing heavy rains on coastal regions but had weakened to a tropical storm and then to a tropical low pressure front on wednesday,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
2889,we need water and food in akazya,"['emergency', 'aid_related', 'water', 'food', 'direct_report']","[9, 1, 33, 12, 6]",Yellow,1
16973,cws indonesia team members work in a rotation that takes them to remote villages across unrepaired roads,['emergency'],[9],Green,0
788,for example in australia the nswru has organised a charity sevens tournament the nzrfu is raising funds at the wellington sevens and the rfu is donating proceeds from ticket sales for the england versus france six nations match the southwestern monsoon arrived early in north east india and reports of flooding in the state of assam started coming in by late june the bacteria leptospira spp river levels are expected to stay high or rise further in the coming days with more heavy rain predicted before the rece,"['emergency', 'aid_related', 'medical_help', 'shelter', 'money', 'other_aid', 'transport', 'electricity', 'weather_related', 'floods', 'storm']","[9, 1, 15, 28, 19, 21, 32, 8, 34, 11, 30]",Red,2
17699,thankfully only my fence is the major problem hurricanesandy nick s badass castle http t co bbpzwabu,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
3347,i m a survived i m now in the north west of haiti,"['emergency', 'request', 'aid_related', 'search_and_rescue', 'other_aid', 'weather_related', 'earthquake', 'direct_report']","[9, 25, 1, 26, 21, 34, 7, 6]",Red,2
11710,the people of mahoti re 79 are hungry,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
13982,after the first wave created widespread panic parents asked their children to run to the river s edge for safety,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'floods', 'other_weather', 'direct_report']","[9, 1, 21, 34, 11, 23, 6]",Red,2
11424,a wfp rapid vulnerability assessment will further verify the beneficiary number and target groups,['emergency'],[9],Green,0
12319,i don t have anything to purify my water aquatab or jif i am in grande anse in abricot if you could do that for me get me water purification tablets god would bless you thanks in advance,"['emergency', 'request', 'aid_related', 'water', 'direct_report']","[9, 25, 1, 33, 6]",Yellow,1
14832,the district chapters concerned have been responding to the disaster victims from their internal resources and the supply dispatched from central regional and zonal warehouses,"['emergency', 'aid_related', 'other_aid']","[9, 1, 21]",Yellow,1
12227,production was affected by erratic rainfall patterns timeliness and lack of inputs among other factors,"['emergency', 'request']","[9, 25]",Green,0
12198,you are the most delicious meal and the warmer it is the whole people would eat,['emergency'],[9],Green,0
17847,in cooperation with indonesia s islamic magazine hidayatullah icr will also provide scholarships to the children rp 300 000 31 per month for each,['emergency'],[9],Green,0
6196,more than 15 300 people died in the triple disaster and 8 200 are still missing,"['emergency', 'aid_related', 'missing_people', 'death']","[9, 1, 18, 5]",Black,3
7694,it would take 7 10 days for the water to boil away leaving the spent fuel rods exposed to the air said kazuya aoki a director for safety examination,['emergency'],[9],Green,0
6028,however a tropical storm watch for the western southern coast is still in place,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
3377,in may we told you about efforts to stem sunn pest outbreaks in faryab an insect that can cause losses of 20 70 percent in wheat crops with damage reaching 100 percent in the absence of control measures,"['emergency', 'aid_related', 'food', 'other_aid', 'weather_related', 'other_weather']","[9, 1, 12, 21, 34, 23]",Yellow,1
583,me because i am very beaten up bruised,['emergency'],[9],Green,0
9972,unhcr representatives have urged president kenyatta to keep the camp open as forcibly repatriating refugees may create larger international humanitarian crises,"['emergency', 'aid_related', 'refugees']","[9, 1, 24]",Yellow,1
10746,the general rail infrastructure is in serious need of rehabilitation,"['emergency', 'request', 'aid_related', 'other_aid', 'transport', 'direct_report']","[9, 25, 1, 21, 32, 6]",Yellow,1
15594,please i wanna know if earthquake is end no retord,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
349,if i need a us visa at this moment what do i need to do because i don t have anywhere to sleep my whole family is at my side,"['emergency', 'request', 'aid_related', 'refugees', 'direct_report']","[9, 25, 1, 24, 6]",Yellow,1
10648,this is a must to keep a watch on acute diarrhoeal diseases,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
11817,they have airlifted 6 000 people from rooftops and trees in several days of shuttle flights,['emergency'],[9],Green,0
8005,the middle 500 hpa level cyclonic circulations centred over the northern botswana and zambia were the dominant features during the second dekad of the month of march,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
3349,as part of its wide range of disaster preparedness recovery and development projects across the country six hospitals and health centers have been built by qatar charity mauritania at a cost of qar 7 0 million usd 1 92 million,"['emergency', 'aid_related', 'medical_help', 'medical_products', 'other_aid', 'infrastructure_related', 'hospitals']","[9, 1, 15, 16, 21, 14, 13]",Red,2
