id,text,incident_types,severity,type_labels,severity_label,lang
8082,lindol sa Poblacion. kailangan tignan.,['Natural Disaster'],Yellow,[4],1,fil
8083,"Nag-report ng kuryente sunog, ok lang.",['Fire'],Green,[0],0,fil
8084,"Boss may ulan di tumitigil at overdose, walang sugat.","['Natural Disaster', 'Medical']",Green,"[4, 3]",0,fil
8085,"Emergency: stroke, possible fracture.",['Medical'],Yellow,[3],1,en
8086,"Biglaang buntis manganak, buhay ang nakataya!",['Medical'],Red,[3],2,fil
8087,"Urgent - road collision, needs treatment soon!",['Accident'],Yellow,[2],1,en
8088,"hangin nilipat ang yero dito sa Bagong Silang, kailangan tignan.",['Natural Disaster'],Yellow,[4],1,fil
8089,"Emergency: tree down, urgent.",['Other'],Red,[5],2,en
8090,"stroke and assault on street at palengke, no pulse.","['Medical', 'Crime']",Black,"[3, 1]",3,en
8091,"Emergency. nagkagulo ang mga tao, critical na.",['Other'],Red,[5],2,fil
8092,Grabe rollover! puwedeng delayed. Bilisan!,['Accident'],Yellow,[2],1,fil
8093,"Emergency! kombulsyon, deceased.",['Medical'],Black,[3],3,fil
8094,"Tulong! brownout, minor lang.",['Other'],Green,[5],0,fil
8095,"hindi humihinga at aso na-trap nangyari, walang buhay. Padala agad.","['Medical', 'Other']",Black,"[3, 5]",3,fil
8096,nasagasaan at kidnapping sa Barangay Centro. patay na.,"['Accident', 'Crime']",Black,"[2, 1]",3,fil
8097,"Biglaang baha sa kalsada, kailangan agad!",['Natural Disaster'],Red,[4],2,fil
8098,"may kutsilyo nangyari, walang sugat. Padala agad.",['Crime'],Green,[1],0,fil
8099,"flash flood at nagliliyab na bahay dito sa tabi ng simbahan, posibleng bali!","['Natural Disaster', 'Fire']",Yellow,"[4, 0]",1,fil
8100,"Boss may allergic reaction, patay na.",['Medical'],Black,[3],3,fil
8101,"EMERGENCY! SUNOG SA FACTORY AT LINDOL, SAFE NAMAN.","['Fire', 'Natural Disaster']",Green,"[0, 4]",0,fil
8102,puno tumama sa bahay sa Barangay Centro. patay na.,['Natural Disaster'],Black,[4],3,fil
8103,"motor crash nangyari, puwedeng delayed. Padala agad.",['Accident'],Yellow,[2],1,fil
8104,"Nag-report ng pananakit sa kalsada, malakas na dugo.",['Crime'],Red,[1],2,fil
8105,"nadulas nangyari, safe naman. padala agad.",['Accident'],Green,[2],0,fil
8106,"bangga ng kotse dito sa elementary school, deceased!",['Accident'],Black,[2],3,fil
8107,"may chemical fire at buntis manganak, medyo masakit.","['Fire', 'Medical']",Yellow,"[0, 3]",1,fil
8108,bugbugan sa plaza. walang buhay. pls,['Crime'],Black,[1],3,fil
8109,"Urgent - car crash, life-threatening.",['Accident'],Red,[2],2,en
8110,"Emergency! nadaganan ng gamit at tubig baha sa loob, walang sugat.","['Accident', 'Natural Disaster']",Green,"[2, 4]",0,fil
8111,"Nag-report ng duguan, minor lang.",['Medical'],Green,[3],0,fil
8112,"Biglaang motor crash, kailangan ng tulong pero stable!",['Accident'],Yellow,[2],1,fil
8113,"Nag-report ng diabetic emergency, wala nang pulso.",['Medical'],Black,[3],3,fil
8114,"Biglaang naaksidente sa construction at hostage situation, kaya pang maghintay!","['Accident', 'Crime']",Green,"[2, 1]",0,fil
8115,"tulong! nag-aaway ng malakas at diabetic emergency, puwedeng delayed.","['Crime', 'Medical']",Yellow,"[1, 3]",1,fil
8116,nahimatay sa elementary school. patay na.,['Medical'],Black,[3],3,fil
8117,"nakita ang pera sa daan dito sa market, deceased! po",['Other'],Black,[5],3,fil
8118,"pananakit sa kalsada at stroke dito sa tabi ng simbahan, minor lang!","['Crime', 'Medical']",Green,"[1, 3]",0,fil
8119,"nasusunog yung store dito sa kanto, malakas na dugo!",['Fire'],Red,[0],2,fil
8120,chemical fire sa elementary school. malakas na dugo.,['Fire'],Red,[0],2,fil
8121,"unauthorized entry at palengke, deceased.",['Other'],Black,[5],3,en
8122,"pagpatay at overdose nangyari, deceased. Padala agad.","['Crime', 'Medical']",Black,"[1, 3]",3,fil
8123,"Tulong! hangin nilipat ang yero at kuryente sunog, kailangan ng tulong pero stable.","['Natural Disaster', 'Fire']",Yellow,"[4, 0]",1,fil
8124,"Urgent - not breathing and typhoon damage, deceased!","['Medical', 'Natural Disaster']",Black,"[3, 4]",3,en
8125,Grabe bugbugan! walang sugat. Bilisan!,['Crime'],Green,[1],0,fil
8126,nadaganan ng gamit sa Barangay Centro. patay na.,['Accident'],Black,[2],3,fil
8127,"Tulong! may isda sa ilog, medyo masakit.",['Other'],Yellow,[5],1,fil
8128,"hit and run nangyari, malakas na dugo. Padala agad. po",['Accident'],Red,[2],2,fil
8129,"nahulog na phone at kuryente sunog nangyari, ok lang. Padala agad. po","['Other', 'Fire']",Green,"[5, 0]",0,fil
8130,"Biglaang overdose, malakas na dugo!",['Medical'],Red,[3],2,fil
8131,"gulo sa rally at storm surge nangyari, kailangan tignan. Padala agad.","['Other', 'Natural Disaster']",Yellow,"[5, 4]",1,fil
8132,"Emergency! puno tumama sa bahay, minor lang.",['Natural Disaster'],Green,[4],0,fil
8133,motor crash sa palengke. hindi na umaandar.,['Accident'],Black,[2],3,fil
8134,"truck accident and lost pet at market, safe to wait.","['Accident', 'Other']",Green,"[2, 5]",0,en
8135,"biglaang may batang umiiyak, kailangan ng tulong pero stable!",['Other'],Yellow,[5],1,fil
8136,Grabe nag-aaway ng malakas! safe naman. Bilisan!,['Crime'],Green,[1],0,fil
8137,Grabe bagyo wasak ang bubong! wala nang pulso. Bilisan!,['Natural Disaster'],Black,[4],3,fil
8138,"May stroke, deceased.",['Medical'],Black,[3],3,fil
8139,motor crash sa Bagong Silang. hindi na umaandar.,['Accident'],Black,[2],3,fil
8140,"Emergency! bodega nasusunog, walang sugat.",['Fire'],Green,[0],0,fil
8141,"kombulsyon dito sa plaza, hindi makahinga!",['Medical'],Red,[3],2,fil
8142,"Emergency! malakas na ulan, kailangan ng tulong pero stable.",['Natural Disaster'],Yellow,[4],1,fil
8143,"May holdap sa tindahan at nasusunog na building, puwedeng delayed.","['Crime', 'Fire']",Yellow,"[1, 0]",1,fil
8144,"Boss may nadulas, patay na.",['Accident'],Black,[2],3,fil
8145,"Nag-report ng hindi alam kung saan at nasusunog yung store, kailangan ng tulong pero stable.","['Other', 'Fire']",Yellow,"[5, 0]",1,fil
8146,"Emergency! holdap sa tindahan at naaksidente sa construction, buhay ang nakataya.","['Crime', 'Accident']",Red,"[1, 2]",2,fil
8147,"Tulong! nahulog sa kanal, kailangan ng tulong pero stable.",['Accident'],Yellow,[2],1,fil
8148,"May puno tumama sa bahay, hindi makahinga.",['Natural Disaster'],Red,[4],2,fil
8149,"Biglaang pananakit sa kalsada, kailangan ng tulong pero stable!",['Crime'],Yellow,[1],1,fil
8150,"Emergency: electrical fire, life-threatening.",['Fire'],Red,[0],2,en
8151,"nagliliyab na bahay dito sa tabi ng simbahan, kailangan agad!",['Fire'],Red,[0],2,fil
8152,"Urgent - chest pain and road collision, possible fracture!","['Medical', 'Accident']",Yellow,"[3, 2]",1,en
8153,"Nag-report ng hindi humihinga, kaya pang maghintay.",['Medical'],Green,[3],0,fil
8154,"Biglaang nasusunog na building, agarang emergency!",['Fire'],Red,[0],2,fil
8155,"Boss may storm surge, patay na.",['Natural Disaster'],Black,[4],3,fil
8156,"sira ang tubig dito sa Barangay Centro, safe naman!",['Other'],Green,[5],0,fil
8157,"nadaganan ng gamit nangyari, kailangan ng tulong pero stable. Padala agad.",['Accident'],Yellow,[2],1,fil
8158,"Tulong! brownout, walang buhay.",['Other'],Black,[5],3,fil
8159,maraming tao sa isang lugar sa palengke. critical na.,['Other'],Red,[5],2,fil
8160,"Boss may ulan di tumitigil, patay na.",['Natural Disaster'],Black,[4],3,fil
8161,"Emergency: vehicle accident and kitchen smoke, no pulse.","['Accident', 'Fire']",Black,"[2, 0]",3,en
8162,"broken window and vehicle accident at kanto, minor only.","['Other', 'Accident']",Green,"[5, 2]",0,en
8163,"Tulong! puno tumama sa bahay, kailangan tignan. pls",['Natural Disaster'],Yellow,[4],1,fil
8164,rollover at nasusunog na building sa highway. walang buhay.,"['Accident', 'Fire']",Black,"[2, 0]",3,fil
8165,"Tulong! hindi humihinga, malakas na dugo.",['Medical'],Red,[3],2,fil
8166,basag na baso sa sakayan. patay na.,['Other'],Black,[5],3,fil
8167,"Urgent - burglary and bleeding, life-threatening!","['Crime', 'Medical']",Red,"[1, 3]",2,en
8168,Grabe duguan at may usok sa kusina! critical na. Bilisan!,"['Medical', 'Fire']",Red,"[3, 0]",2,fil
8169,"Biglaang kidnapping at landslide sa bundok, kailangan tignan!","['Crime', 'Natural Disaster']",Yellow,"[1, 4]",1,fil
8170,"May tumutunog na siren, walang sugat.",['Other'],Green,[5],0,fil
8171,"BOSS MAY NAHULOG NA PHONE AT SUNOG SA BAHAY, KAILANGAN AGAD.","['Other', 'Fire']",Red,"[5, 0]",2,fil
8172,"brownout dito sa San Jose, minor lang!",['Other'],Green,[5],0,fil
8173,Grabe nadulas! hindi na umaandar. Bilisan!,['Accident'],Black,[2],3,fil
8174,"nasagasaan at may usok sa kusina nangyari, minor lang. Padala agad.","['Accident', 'Fire']",Green,"[2, 0]",0,fil
8175,"EMERGENCY: CAR CRASH, NOT BREATHING.",['Accident'],Red,[2],2,en
8176,"Tulong! gasoline sunog at hindi humihinga, deceased.","['Fire', 'Medical']",Black,"[0, 3]",3,fil
8177,pananakit sa kalsada sa elementary school. konting galos lang.,['Crime'],Green,[1],0,fil
8178,may usok sa kusina at hangin nilipat ang yero sa plaza. walang sugat.,"['Fire', 'Natural Disaster']",Green,"[0, 4]",0,fil
8179,Grabe hindi alam kung saan at landslide sa bundok! patay na. Bilisan!,"['Other', 'Natural Disaster']",Black,"[5, 4]",3,fil
8180,"Nag-report ng sunog sa bahay, kailangan tignan.",['Fire'],Yellow,[0],1,fil
8181,"Boss may may isda sa ilog, malakas na dugo.",['Other'],Red,[5],2,fil
8182,"Biglaang hit and run, kaya pang maghintay!",['Accident'],Green,[2],0,fil
8183,"May kidnapping, ok lang. pls",['Crime'],Green,[1],0,fil
8184,"nakawan sa bahay at kombulsyon dito sa palengke, safe naman!","['Crime', 'Medical']",Green,"[1, 3]",0,fil
8185,"truck nasagasaan ang tao at may bayong anghang dito sa tabi ng simbahan, malakas na dugo!","['Accident', 'Other']",Red,"[2, 5]",2,fil
8186,"maling ulam dito sa Bagong Silang, critical na!",['Other'],Red,[5],2,fil
8187,"Biglaang nadulas at binaril ang tao, ok lang!","['Accident', 'Crime']",Green,"[2, 1]",0,fil
8188,"mayroon na bukas na iwanan at ulan di tumitigil nangyari, buhay ang nakataya. Padala agad.","['Other', 'Natural Disaster']",Red,"[5, 4]",2,fil
8189,"storm surge at hindi humihinga nangyari, hindi makahinga. padala agad.","['Natural Disaster', 'Medical']",Red,"[4, 3]",2,fil
8190,"nahihirapang huminga nangyari, kailangan ng tulong pero stable. Padala agad. po",['Medical'],Yellow,[3],1,fil
8191,"Biglaang malakas na ulan, medyo masakit!",['Natural Disaster'],Yellow,[4],1,fil
8192,"Boss may nakita ang pera sa daan, agarang emergency.",['Other'],Red,[5],2,fil
8193,"Tulong! nahulog na phone, kailangan tignan.",['Other'],Yellow,[5],1,fil
8194,"binaril ang tao dito sa Bagong Silang, buhay ang nakataya!",['Crime'],Red,[1],2,fil
8195,Grabe tumubalik na kuryente at nadulas! hindi na umaandar. Bilisan!,"['Other', 'Accident']",Black,"[5, 2]",3,fil
8196,"Boss may hit and run, hindi na umaandar.",['Accident'],Black,[2],3,fil
8197,"Emergency: bleeding, needs treatment soon. po",['Medical'],Yellow,[3],1,en
8198,riot sa elementary school. kailangan agad.,['Other'],Red,[5],2,fil
8199,"motorcycle collision and kitchen smoke, deceased.","['Accident', 'Fire']",Black,"[2, 0]",3,en
8200,"Nag-report ng nasusunog na building, deceased.",['Fire'],Black,[0],3,fil
8201,"Urgent - vehicle accident, can wait!",['Accident'],Yellow,[2],1,en
8202,"Biglaang flash flood, walang sugat!",['Natural Disaster'],Green,[4],0,fil
8203,kemikal natapon sa kanto. hindi makahinga.,['Other'],Red,[5],2,fil
8204,"Urgent - stroke and assault on street, urgent!","['Medical', 'Crime']",Red,"[3, 1]",2,en
8205,"urgent - hostage, not breathing!",['Crime'],Red,[1],2,en
8206,"Nag-report ng naaksidente sa construction, walang buhay.",['Accident'],Black,[2],3,fil
8207,"Boss may may gutom na tao, kaya pang maghintay.",['Other'],Green,[5],0,fil
8208,"nag-report ng nagliliyab na bahay at pananakit sa kalsada, kailangan agad.","['Fire', 'Crime']",Red,"[0, 1]",2,fil
8209,"car fire at Bagong Silang, needs treatment soon.",['Fire'],Yellow,[0],1,en
8210,"Emergency! bagyo wasak ang bubong, kailangan ng tulong pero stable.",['Natural Disaster'],Yellow,[4],1,fil
8211,"flash flood nangyari, wala nang pulso. Padala agad.",['Natural Disaster'],Black,[4],3,fil
8212,"robbery and stroke at tabi ng simbahan, no pulse.","['Crime', 'Medical']",Black,"[1, 3]",3,en
8213,"Tulong! nag-aaway ng malakas, hindi makahinga.",['Crime'],Red,[1],2,fil
8214,"tubig baha sa loob nangyari, posibleng bali. Padala agad.",['Natural Disaster'],Yellow,[4],1,fil
8215,"hostage, possible fracture.",['Crime'],Yellow,[1],1,en
8216,"Biglaang may bayong anghang, medyo masakit!",['Other'],Yellow,[5],1,fil
8217,"TULONG! BINARIL ANG TAO, OK LANG.",['Crime'],Green,[1],0,fil
8218,"Emergency: electrical fire, minor only.",['Fire'],Green,[0],0,en
8219,"hit and run, no injuries.",['Accident'],Green,[2],0,en
8220,"Tulong! puno tumama sa bahay, malakas na dugo.",['Natural Disaster'],Red,[4],2,fil
8221,"Urgent - assault on street, no signs of life!",['Crime'],Black,[1],3,en
8222,"jeep tumama sa poste at sunog sa factory dito sa Poblacion, medyo masakit!","['Accident', 'Fire']",Yellow,"[2, 0]",1,fil
8223,Grabe lindol! agarang emergency. Bilisan!,['Natural Disaster'],Red,[4],2,fil
8224,"ulan di tumitigil nangyari, hindi na umaandar. Padala agad.",['Natural Disaster'],Black,[4],3,fil
8225,"Tulong! hindi alam kung saan at bugbugan, puwedeng delayed.","['Other', 'Crime']",Yellow,"[5, 1]",1,fil
8226,Grabe heart attack at flash flood! walang sugat. Bilisan!,"['Medical', 'Natural Disaster']",Green,"[3, 4]",0,fil
8227,"stabbing and collapsed person, life-threatening.","['Crime', 'Medical']",Red,"[1, 3]",2,en
8228,"Tulong! gas leak, hindi makahinga.",['Other'],Red,[5],2,fil
8229,"Nag-report ng gulo sa bar, wala nang pulso.",['Crime'],Black,[1],3,fil
8230,"Emergency: motorcycle collision, severe bleeding.",['Accident'],Red,[2],2,en
8231,hindi humihinga sa San Jose. safe naman.,['Medical'],Green,[3],0,fil
8232,sunog sa factory at may bayong anghang sa market. kailangan agad. po,"['Fire', 'Other']",Red,"[0, 5]",2,fil
8233,"duguan dito sa tabi ng simbahan, kailangan ng tulong pero stable!",['Medical'],Yellow,[3],1,fil
8234,Grabe bagyo wasak ang bubong! kaya pang maghintay. Bilisan!,['Natural Disaster'],Green,[4],0,fil
8235,"gasoline sunog nangyari, buhay ang nakataya. Padala agad.",['Fire'],Red,[0],2,fil
8236,pagpatay at diabetic emergency sa market. posibleng bali.,"['Crime', 'Medical']",Yellow,"[1, 3]",1,fil
8237,"Emergency: electrical fire, safe to wait.",['Fire'],Green,[0],0,en
8238,"road collision at sakayan, needs treatment soon.",['Accident'],Yellow,[2],1,en
8239,"riot dito sa plaza, patay na!",['Other'],Black,[5],3,fil
8240,Grabe ulan di tumitigil! minor lang. Bilisan!,['Natural Disaster'],Green,[4],0,fil
8241,"Boss may hangin nilipat ang yero at banggaan sa highway, kailangan ng tulong pero stable.","['Natural Disaster', 'Accident']",Yellow,"[4, 2]",1,fil
8242,"Urgent - shooting incident and broken fence, no injuries!","['Crime', 'Other']",Green,"[1, 5]",0,en
8243,Grabe nadaganan ng gamit! walang buhay. Bilisan!,['Accident'],Black,[2],3,fil
8244,"May pananakit sa kalsada, walang sugat.",['Crime'],Green,[1],0,fil
8245,lupa gumuho sa elementary school. patay na.,['Natural Disaster'],Black,[4],3,fil
8246,nasagasaan sa Poblacion. konting galos lang.,['Accident'],Green,[2],0,fil
8247,nadaganan ng gamit sa plaza. safe naman.,['Accident'],Green,[2],0,fil
8248,"Biglaang nag-aaway ng malakas at nasagasaan, hindi na umaandar!","['Crime', 'Accident']",Black,"[1, 2]",3,fil
8249,"Emergency! nasagasaan at mayroon na bukas na iwanan, minor lang.","['Accident', 'Other']",Green,"[2, 5]",0,fil
8250,"Tulong! baha sa kalsada, wala nang pulso.",['Natural Disaster'],Black,[4],3,fil
8251,"May nakita ang bangkay, kailangan agad.",['Other'],Red,[5],2,fil
8252,"May stroke, malakas na dugo.",['Medical'],Red,[3],2,fil
8253,"Biglaang may kakaibang kadahilan, malakas na dugo!",['Other'],Red,[5],2,fil
8254,"may nagnakaw dito sa San Jose, buhay ang nakataya!",['Crime'],Red,[1],2,fil
8255,"duguan at pananakit sa kalsada nangyari, konting galos lang. Padala agad.","['Medical', 'Crime']",Green,"[3, 1]",0,fil
8256,"Urgent - earthquake, can wait!",['Natural Disaster'],Yellow,[4],1,en
8257,"may nag-aapoy na kotse nangyari, kailangan agad. Padala agad.",['Fire'],Red,[0],2,fil
8258,"Biglaang hangin nilipat ang yero, walang sugat! pls",['Natural Disaster'],Green,[4],0,fil
8259,"Emergency: stabbing, minor only. pls",['Crime'],Green,[1],0,en
8260,"Emergency! may kutsilyo, deceased.",['Crime'],Black,[1],3,fil
8261,"nadaganan ng gamit dito sa Bagong Silang, deceased!",['Accident'],Black,[2],3,fil
8262,"Urgent - welfare check needed and stabbing, no signs of life! pls","['Other', 'Crime']",Black,"[5, 1]",3,en
8263,"banggaan sa highway nangyari, hindi na umaandar. Padala agad.",['Accident'],Black,[2],3,fil
8264,"Emergency! kuryente sunog at maling ulam, kailangan tignan.","['Fire', 'Other']",Yellow,"[0, 5]",1,fil
8265,"Emergency: vehicle accident and shooting incident, not breathing.","['Accident', 'Crime']",Red,"[2, 1]",2,en
8266,"Emergency! sunog sa factory, patay na.",['Fire'],Black,[0],3,fil
8267,"May gulo sa rally at tumatakbo ang apoy, kailangan tignan.","['Other', 'Fire']",Yellow,"[5, 0]",1,fil
8268,"Boss may nasusunog yung store, agarang emergency.",['Fire'],Red,[0],2,fil
8269,"May storm surge, patay na.",['Natural Disaster'],Black,[4],3,fil
8270,"may kutsilyo nangyari, hindi na umaandar. Padala agad.",['Crime'],Black,[1],3,fil
8271,"STABBING AND STRUCTURE FIRE, LIFE-THREATENING.","['Crime', 'Fire']",Red,"[1, 0]",2,en
8272,"Boss may hit and run at holdap sa tindahan, hindi makahinga.","['Accident', 'Crime']",Red,"[2, 1]",2,fil
8273,"Emergency! may kutsilyo, agarang emergency.",['Crime'],Red,[1],2,fil
8274,"Nag-report ng tumatakbo ang apoy, posibleng bali.",['Fire'],Yellow,[0],1,fil
8275,"Tulong! may taong inuuusapan nang walang tigil at pananakit sa kalsada, posibleng bali.","['Other', 'Crime']",Yellow,"[5, 1]",1,fil
8276,may kutsilyo sa sakayan. walang buhay.,['Crime'],Black,[1],3,fil
8277,"public disturbance at Barangay Centro, minor only.",['Other'],Green,[5],0,en
8278,"Nag-report ng hostage situation at ulan di tumitigil, patay na.","['Crime', 'Natural Disaster']",Black,"[1, 4]",3,fil
8279,may bayong anghang sa tabi ng simbahan. deceased.,['Other'],Black,[5],3,fil
8280,"Boss may stampede at sunog sa factory, konting galos lang.","['Other', 'Fire']",Green,"[5, 0]",0,fil
8281,Grabe kombulsyon at pananakit sa kalsada! walang sugat. Bilisan!,"['Medical', 'Crime']",Green,"[3, 1]",0,fil
8282,nasagasaan at maraming tao sa isang lugar sa plaza. deceased. pls,"['Accident', 'Other']",Black,"[2, 5]",3,fil
8283,kidnapping at brownout sa highway. deceased.,"['Crime', 'Other']",Black,"[1, 5]",3,fil
8284,"rollover nangyari, posibleng bali. Padala agad.",['Accident'],Yellow,[2],1,fil
8285,"bangga ng kotse nangyari, kailangan tignan. Padala agad.",['Accident'],Yellow,[2],1,fil
8286,"Tulong! sugatan, kailangan agad.",['Medical'],Red,[3],2,fil
8287,"Emergency! nag-aaway ng malakas at may usok sa kusina, kaya pang maghintay.","['Crime', 'Fire']",Green,"[1, 0]",0,fil
8288,"Tulong! walang kuryente, konting galos lang.",['Other'],Green,[5],0,fil
8289,Grabe diabetic emergency! posibleng bali. Bilisan! pls,['Medical'],Yellow,[3],1,fil
8290,"stroke at San Jose, minor only.",['Medical'],Green,[3],0,en
8291,"May nadulas, posibleng bali.",['Accident'],Yellow,[2],1,fil
8292,"landslide at Poblacion, no injuries.",['Natural Disaster'],Green,[4],0,en
