id,text,incident_types,severity,type_labels,severity_label
6288,what this that i must make to find a toilet has gedco do i have to call in what number,['Other'],Green,[5],0
2507,"There is a electrical fire and walang malay na pasyente reported, deceased.","['Fire', 'Medical']",Black,"[2, 3]",3
1987,"Insidente:buildingevacuationandmayflood,noinjuriesreported.","['Other', 'Natural Disaster']",Green,"[4, 5]",0
341,"Narinig ko ang brownout and sunog sa bahay, kailangan ng agarang tugon.","['Other', 'Fire']",Red,"[2, 5]",2
5967,we are also working in egypt supporting improved crop and water management and assistance with urban employment programs as egypt moves to critical parliamentary and presidential elections,['Other'],Yellow,[5],1
1933,"Dispatch units for pagguho ng lupa and stranded passengers, walang agarang panganib.","['Natural Disaster', 'Other']",Green,"[4, 5]",0
8707,ensuring safe drinking water and sanitation is always a priority so the red cross red crescent has worked to rehabilitate 56 water supply systems and installed 3 500 latrines 305 washrooms and 350 waste bins directly benefiting 105 000 people in affected areas,['Other'],Yellow,[5],1
4384,"Emergencyreportedinvolvinggunthreat,urgenthelpneeded.",['Crime'],Red,[1],2
6709,hi mom i had the my eye surgery one day before the earthquake,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
10325,the storm is gone turn on my lights foo,['Other'],Green,[5],0
3278,"Narinig ko ang pinsala mula sa lindol and man with a knife, kailangan ng agarang tugon.","['Natural Disaster', 'Crime']",Red,"[1, 4]",2
1000,"Emergency na kinasasangkutan ng seizure, no signs of life.",['Medical'],Black,[3],3
9049,rt cnnireport ireporter shares photographs of aftermath of earthquake in haiti http bit ly 4wt1jm ireport,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
996,"Responders needed for nawawalang tao, life-threatening injuries.",['Other'],Red,[5],2
10590,hundreds of shrimp production fields in the southern and southwestern coastal areas were washed away by the cyclone,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
2372,"Urgent situation: nasusunog na istruktura, possible fracture.",['Fire'],Yellow,[2],1
8658,site relocation haitien government,['Other'],Green,[5],0
9612,the measles rubella initiative is committed to ensuring that no child dies from measles or is born with congenital rubella syndrome reducing measles deaths by 95 by 2015 and achieving measles and rubella elimination in at least five who regions by 2020,"['Crime', 'Medical', 'Other']",Black,"[1, 3, 5]",3
1687,"Critical alert: truck bangga and pinsala mula sa lindol, severe bleeding.","['Accident', 'Natural Disaster']",Red,"[0, 4]",2
1603,"Kailangan ng responders para sa sunog sa bahay and public disturbance, deceased.","['Fire', 'Other']",Black,"[2, 5]",3
690,"Urgent situation: malakas na ulan and truck aksdn, deceased.","['Natural Disaster', 'Accident']",Black,"[0, 4]",3
9796,frankenoreastercanesandy poverty beach http t co 7pzgovmx,['Other'],Green,[5],0
4238,"Help! chest pain and lost child, konti lang sugat.","['Medical', 'Other']",Green,"[3, 5]",0
5071,"Emergency na kinasasangkutan ng banggaan ng motorsiklo, safe to wait. uhm",['Accident'],Green,[0],0
2749,"Urgent situation: sunog sa kuryente and may taong bumagsak, not breathing.","['Fire', 'Medical']",Red,"[2, 3]",2
1635,"Urgent situation: house fire and lost child, delayed care ok.","['Fire', 'Other']",Yellow,"[2, 5]",1
431,"Authorities alerted: landslide nangyari and banggaan sa kalsada, hindi na humihinga.","['Natural Disaster', 'Accident']",Black,"[0, 4]",3
6464,senegal how can i go to senegal please send me the site of the senegal embassy thank you i m waiting for you answer,['Other'],Green,[5],0
4168,"There is a heavy rainfall and kitchen fire reported, not breathing.","['Natural Disaster', 'Fire']",Red,"[2, 4]",2
6077,scale of the disaster while concrete and brick buildings are immersed in flood waters mud houses have collapsed entirely,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
9590,one year ago when a catastrophic earthquake hit china canadians were quick to respond in the united states of america spring and summer heat and drought caused massive wildfire outbreaks in florida and damage to crops from the southern plains to the southeast farmers drought reduction in rain fed and karez irrigated harvest heavy winter snowfall in the northern terrain of pakistan and afghanistan and subsequent above normal high temperatures of june and july caused massive flooding across pakistan s norther,"['Accident', 'Crime', 'Fire', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 2, 3, 4, 5]",3
6922,in the kagan valley rockslides are reported near karai paras and jareed,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
287,"Parang may maraming tao nagkakagulo, kailangan ng agarang tugon.",['Other'],Red,[5],2
3236,"may Kritikal na alerto: aksidente sa kotse, wala nang buhay.",['Accident'],Black,[0],3
6297,he said the cost to the economy was still being assessed but that initial estimates for the repair of roads and bridges were running into us 89 million with electricity infrastructure repairs to cost in the region of us 10 million,"['Accident', 'Other']",Yellow,"[0, 5]",1
6630,with at least 640 separate outbreaks reported the fires have already destroyed 10 times the surface area which went up in flames last year,"['Fire', 'Natural Disaster', 'Other']",Red,"[2, 4, 5]",2
7356,international planes loaded with relief supplies have poured into landlocked nepal but there have been numerous reports of many getting stuck at kathmandu s small airport and customs officials stopping trucks filled with aid from crossing into the country from neighbouring india,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
8876,ghanaian authorities struggling to tackle worsening seasonal flooding that wreaks havoc in accra and beyond believe the sprawling settlements built on and around drainage channels and waterways are exacerbating the flooding,"['Crime', 'Natural Disaster', 'Other']",Red,"[1, 4, 5]",2
3929,"Urgent situation: road blockage and pananakit ng dibdib, walang agarang panganib.","['Other', 'Medical']",Green,"[3, 5]",0
2969,"Narinig ko ang gun threat and nawalang mountaineer, kailangan ng tulong pero stable.","['Crime', 'Other']",Yellow,"[1, 5]",1
1476,"May naiulat na man with a knife, not breathing.",['Crime'],Red,[1],2
2535,"Grabe, sunog sa kusina and tao nagwawala! kailangan ng tulong pero stable.","['Fire', 'Other']",Yellow,"[2, 5]",1
4307,"Dispatch units for electrical fyr and landslide nangyari, possible fracture.","['Fire', 'Natural Disaster']",Yellow,"[2, 4]",1
7094,but even with people on the ground myanmar currently suffers a shortage of the plastic sheeting that is needed get families out of the monsoonal downpours and under cover,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
7727,some have tarps draped over their makeshift dwellings others make due with the leaky roofs,['Other'],Green,[5],0
8547,while people were observing the ramadan fast on 8 october 2005 a powerful earthquake measuring 7 6 on the richter scale struck pakistan causing massive destruction,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
7441,we need in the foundation for the lifting of the help for 2763 victims that we are helping with their difficulties they are from port au prince in the hard situation they are living,['Other'],Yellow,[5],1
6385,where i need to get tant and food,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
484,"Urgent situation: truck bangga and typhoon impact, wala nang buhay.","['Accident', 'Natural Disaster']",Black,"[0, 4]",3
1582,"Narinig ko ang aksidente sa trak and radiation alert, walang agarang panganib.","['Accident', 'Other']",Green,"[0, 5]",0
5237,"Kailangan ng responders para sa assault and pagguho ng lupa, urgent help needed.","['Crime', 'Natural Disaster']",Red,"[1, 4]",2
1169,"Insidente: tgs ng gs nd ksidente s trk, not brething.","['Other', 'Accident']",Red,"[0, 5]",2
2143,"uhm Responders needed for armed robbery, no signs of life.",['Crime'],Black,[1],3
1964,"May naiulat na sapilitang pasok, konti lang sugat.",['Crime'],Green,[1],0
1878,"Dispatch units for banggaan sa kalsada, expectant category.",['Accident'],Black,[0],3
1952,"Narinig ko ang malakas na putok, kailangan ng agarang tugon.",['Other'],Red,[5],2
1571,"Agarang sitwasyon: sunog sa kusina, possible fracture.",['Fire'],Yellow,[2],1
4212,"Parang may kitchen fire and riot, wala nang buhay.","['Fire', 'Other']",Black,"[2, 5]",3
206,"Kritikal na alerto: may accident sa road and pananakit, walang agarang panganib.","['Accident', 'Crime']",Green,"[0, 1]",0
3880,"uhm Emergency reported involving radiation alert, hindi na humihinga.",['Other'],Black,[5],3
7158,brush fires put people at riskno sooner had the rainy season regenerated pastures than spontaneous brush fires emerged as a new challenge in rural areas of mali,"['Accident', 'Fire', 'Natural Disaster', 'Other']",Red,"[0, 2, 4, 5]",2
1590,"Dispatch units for sunog sa kuryente and baha, posibleng may sugatan.","['Fire', 'Natural Disaster']",Yellow,"[2, 4]",1
8629,they are throwing food out to make people fight for it thank you,['Other'],Yellow,[5],1
5587,"Dispatch units for walang malay na pasyente, severe bleeding.",['Medical'],Red,[3],2
8458,but as fast as they can stack sandbags the water level keeps rising,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
935,"Kritikl n lerto: burning structure, wl nng buhy.",['Fire'],Black,[2],3
7057,i am able and willing to help where i can whether it be cleaning food delivery or hand outs etc,['Other'],Yellow,[5],1
10069,the food has been released to kenyans facing acute food shortage a senior official in the ministry said,['Other'],Yellow,[5],1
8294,the northern village of bailan saw the heaviest rain measuring 900 millimetres 35 inches over the past two days with winds gusting up to 220 kilometres per hour,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
5886,on the basis of a report by an fao consultant made available in february 2002 the national authorities took initial measures to limit the impact of pollution by cca at the contaminated sites in the port of djibouti,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
6601,the suicide bombing by al shabab in mogadishu on 4 october which claimed the lives of over 100 people underlined its ability to reach into the heart of the capital despite its withdrawal from the city in august,"['Crime', 'Other']",Black,"[1, 5]",3
5336,"may Parang may sunog sa kuryente, hindi na humihinga.",['Fire'],Black,[2],3
2609,"Authorities alerted: pananakit ng dibdib, no injuries reported.",['Medical'],Green,[3],0
6911,rockaways also need mops ready to eat food and cleaning supplies saturday 11 3 1 47 pm,['Other'],Green,[5],0
5238,"Urgent situation: nasusunog na gusali, needs treatment soon. pls help",['Fire'],Yellow,[2],1
3009,"Insidente: sunog sa bahay and kombulsyon, possible fracture.","['Fire', 'Medical']",Yellow,"[2, 3]",1
1786,"Dispatch units for armadong pagnanakaw and protest turned violent, needs treatment soon.","['Crime', 'Other']",Yellow,"[1, 5]",1
4030,"Dispatch units for gas leak and nahihirapang huminga, urgent help needed.","['Other', 'Medical']",Red,"[3, 5]",2
451,"May naiulat na armed robbery, needs treatment soon.",['Crime'],Yellow,[1],1
8099,required 20ltrs canes mineral water for slrc relief camp,['Other'],Yellow,[5],1
8445,the earthquake happened at 4h34 in the evening and for the night,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
8883,i can purchase canned foods and bring them to surrounding neighborhoods i m in the brooklyn heights cobble hill area,['Other'],Yellow,[5],1
8274,epfelchen yes i m from santiago i m fine thanks to god my family and me we re fine but i m very scare,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
2739,"Kritikalnaalerto:unconsciouspatientandearthquakedamage,noinjuriesreported.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0
